Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Population,Electors/Électeurs,Polling Stations/Bureaux de scrutin,Valid Ballots/Bulletins valides,Percentage of Valid Ballots /Pourcentage des bulletins valides,Rejected Ballots/Bulletins rejetés,Percentage of Rejected Ballots /Pourcentage des bulletins rejetés,Total Ballots Cast/Total des bulletins déposés,Percentage of Voter Turnout/Pourcentage de la participation électorale,Elected Candidate/Candidat élu
"Ontario","Mississauga--Malton",35062,118046,75277,184,44256,99.5,237,.5,44493,59.1,"Bains, Navdeep Liberal/Libéral"
"Ontario","Mississauga--Streetsville",35063,118757,83361,209,55999,99.6,217,.4,56216,67.4,"Sikand, Gagan Liberal/Libéral"
"Ontario","Nepean",35064,104775,84049,214,64888,99.6,262,.4,65150,77.5,"Arya, Chandra Liberal/Libéral"
"Ontario","Newmarket--Aurora",35065,109457,83351,224,56464,99.5,257,.5,56721,68.1,"Peterson, Kyle Liberal/Libéral"
"Ontario","Niagara Centre/Niagara-Centre",35066,105860,83799,230,54682,99.4,323,.6,55005,65.6,"Badawey, Vance Liberal/Libéral"
"Ontario","Niagara Falls",35067,128357,103291,270,64711,99.5,353,.5,65064,63,"Nicholson, Rob Conservative/Conservateur"
"Ontario","Niagara West/Niagara-Ouest",35068,86533,69414,187,50657,99.5,242,.5,50899,73.3,"Allison, Dean Conservative/Conservateur"
"Ontario","Nickel Belt",35069,90962,73466,208,49113,99.6,192,.4,49305,67.1,"Serré, Marc G. Liberal/Libéral"
"Ontario","Nipissing--Timiskaming",35070,90996,71879,206,48875,99.5,224,.5,49099,68.3,"Rota, Anthony Liberal/Libéral"
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud",35071,107840,89605,277,63609,99.6,267,.4,63876,71.3,"Rudd, Kim Liberal/Libéral"
"Ontario","Oakville",35072,119649,88425,250,64703,99.6,245,.4,64948,73.4,"Oliver, John Liberal/Libéral"
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington",35073,114378,85747,233,60796,99.6,272,.4,61068,71.2,"Damoff, Pam Liberal/Libéral"
"Ontario","Orléans",35076,119247,97144,253,77988,99.7,272,.3,78260,80.6,"Leslie, Andrew Liberal/Libéral"
"Ontario","Oshawa",35074,125771,96372,264,60686,99.6,228,.4,60914,63.2,"Carrie, Colin Conservative/Conservateur"
"Ontario","Ottawa Centre/Ottawa-Centre",35075,113619,94858,261,75500,99.5,386,.5,75886,80,"McKenna, Catherine Mary Liberal/Libéral"
"Ontario","Ottawa South/Ottawa-Sud",35077,121894,88368,228,64649,99.5,351,.5,65000,73.6,"McGuinty, David Liberal/Libéral"
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean",35079,111881,84557,227,62913,99.5,307,.5,63220,74.8,"Vandenbeld, Anita Liberal/Libéral"
"Ontario","Ottawa--Vanier",35078,110999,86591,251,63355,99.3,418,.7,63773,73.6,"Bélanger, Mauril Liberal/Libéral"
"Ontario","Oxford",35080,108656,84045,234,56850,99.6,241,.4,57091,67.9,"MacKenzie, Dave Conservative/Conservateur"
"Ontario","Parkdale--High Park",35081,105103,80262,215,58567,99.5,269,.5,58836,73.3,"Virani, Arif Liberal/Libéral"
"Ontario","Parry Sound--Muskoka",35082,91263,76070,220,51279,99.7,134,.3,51413,67.6,"Clement, Tony Conservative/Conservateur"
"Ontario","Perth--Wellington",35083,104912,76496,223,51851,99.6,186,.4,52037,68,"Nater, John Conservative/Conservateur"
"Ontario","Peterborough--Kawartha",35084,115269,93190,267,66542,99.7,190,.3,66732,71.6,"Monsef, Maryam Liberal/Libéral"
"Ontario","Pickering--Uxbridge",35085,109344,86036,238,59159,99.6,222,.4,59381,69,"O'Connell, Jennifer Liberal/Libéral"
"Ontario","Renfrew--Nipissing--Pembroke",35086,102537,78959,233,57159,99.5,264,.5,57423,72.7,"Gallant, Cheryl Conservative/Conservateur"
"Ontario","Richmond Hill",35087,108658,80834,233,49113,99.5,253,.5,49366,61.1,"Jowhari, Majid Liberal/Libéral"
"Ontario","St. Catharines",35089,110596,85377,225,57591,99.6,243,.4,57834,67.7,"Bittle, Chris Liberal/Libéral"
"Ontario","Sarnia--Lambton",35091,106293,81362,232,58125,99.5,267,.5,58392,71.8,"Gladu, Marilyn Conservative/Conservateur"
"Ontario","Sault Ste. Marie",35092,82052,64365,177,43757,99.5,200,.5,43957,68.3,"Sheehan, Terry Liberal/Libéral"
"Ontario","Scarborough Centre/Scarborough-Centre",35094,108826,71847,193,45029,99.1,407,.9,45436,63.2,"Zahid, Salma Liberal/Libéral"
"Ontario","Scarborough North/Scarborough-Nord",35096,101080,65651,169,39188,99.5,216,.5,39404,60,"Chen, Shaun Liberal/Libéral"
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest",35098,106733,73580,217,48766,99.4,277,.6,49043,66.7,"Blair, Bill Liberal/Libéral"
"Ontario","Scarborough--Agincourt",35093,104499,70355,195,41556,99.4,248,.6,41804,59.4,"Chan, Arnold Liberal/Libéral"
"Ontario","Scarborough--Guildwood",35095,101914,65217,179,41917,99.5,198,.5,42115,64.6,"McKay, John Liberal/Libéral"
"Ontario","Scarborough--Rouge Park",35097,102646,73347,201,49655,99.5,235,.5,49890,68,"Anandasangaree, Gary Liberal/Libéral"
"Ontario","Simcoe North/Simcoe-Nord",35100,108672,86859,255,57071,99.7,189,.3,57260,65.9,"Stanton, Bruce Conservative/Conservateur"
"Ontario","Simcoe--Grey",35099,116307,97975,271,65747,99.7,225,.3,65972,67.3,"Leitch, Kellie Conservative/Conservateur"
"Ontario","Spadina--Fort York",35101,82480,79917,228,55148,99.5,268,.5,55416,69.3,"Vaughan, Adam Liberal/Libéral"
"Ontario","Stormont--Dundas--South Glengarry",35102,100913,79274,240,53066,99.6,234,.4,53300,67.2,"Lauzon, Guy Conservative/Conservateur"
"Ontario","Sudbury",35103,92048,73050,213,49629,99.6,209,.4,49838,68.2,"Lefebvre, Paul Liberal/Libéral"
"Ontario","Thornhill",35104,110427,81672,222,54491,99.4,324,.6,54815,67.1,"Kent, Peter Conservative/Conservateur"
"Ontario","Thunder Bay--Rainy River",35105,82984,63708,193,42083,99.6,176,.4,42259,66.3,"Rusnak, Don Liberal/Libéral"
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord",35106,82827,65195,207,44608,99.6,178,.4,44786,68.7,"Hajdu, Patty Liberal/Libéral"
"Ontario","Timmins--James Bay/Timmins--Baie James",35107,83104,61411,183,37271,99.3,266,.7,37537,61.1,"Angus, Charlie NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Toronto Centre/Toronto-Centre",35108,93971,73351,231,50602,99.5,266,.5,50868,69.3,"Morneau, Bill Liberal/Libéral"
"Ontario","Toronto--Danforth",35109,104017,78540,202,55581,99.5,269,.5,55850,71.1,"Dabrusin, Julie Liberal/Libéral"
"Ontario","Toronto--St. Paul's",35090,103983,78885,205,56972,99.6,252,.4,57224,72.5,"Bennett, Carolyn Liberal/Libéral"
"Ontario","University--Rosedale",35110,98605,77205,220,55925,99.5,300,.5,56225,72.8,"Freeland, Chrystia Liberal/Libéral"
"Ontario","Vaughan--Woodbridge",35111,105450,74742,193,47298,99.1,438,.9,47736,63.9,"Sorbara, Francesco Liberal/Libéral"
"Ontario","Waterloo",35112,103192,81988,229,59849,99.7,198,.3,60047,73.2,"Chagger, Bardish Liberal/Libéral"
"Ontario","Wellington--Halton Hills",35113,115880,90117,251,63812,99.7,185,.3,63997,71,"Chong, Michael Conservative/Conservateur"
"Ontario","Whitby",35114,122022,92465,248,64516,99.6,235,.4,64751,70,"Caesar-Chavannes, Celina Liberal/Libéral"
"Ontario","Willowdale",35115,109680,76301,205,45953,99.5,251,.5,46204,60.6,"Ehsassi, Ali Liberal/Libéral"
"Ontario","Windsor West/Windsor-Ouest",35117,118973,86166,228,46905,99.4,284,.6,47189,54.8,"Masse, Brian NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Windsor--Tecumseh",35116,115528,87644,243,53344,99.6,209,.4,53553,61.1,"Hardcastle, Cheryl NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","York Centre/York-Centre",35118,100277,65832,194,42944,99.3,319,.7,43263,65.7,"Levitt, Michael Liberal/Libéral"
"Ontario","York South--Weston/York-Sud--Weston",35120,116606,72097,189,43706,99.2,362,.8,44068,61.1,"Hussen, Ahmed Liberal/Libéral"
"Ontario","York--Simcoe",35119,94616,76055,205,47879,99.5,232,.5,48111,63.3,"Van Loan, Peter Conservative/Conservateur"
"Manitoba","Brandon--Souris",46001,83814,61327,192,41106,99.6,150,.4,41256,67.3,"Maguire, Larry Conservative/Conservateur"
"Manitoba","Charleswood--St. James--Assiniboia--Headingley",46002,81864,64081,177,47157,99.6,195,.4,47352,73.9,"Eyolfson, Doug Liberal/Libéral"
"Manitoba","Churchill--Keewatinook Aski",46003,85148,51994,147,29944,99.2,252,.8,30196,58.1,"Ashton, Niki NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Dauphin--Swan River--Neepawa",46004,87374,63926,263,41598,99.6,160,.4,41758,65.3,"Sopuck, Robert Conservative/Conservateur"
"Manitoba","Elmwood--Transcona",46005,85906,65961,185,43086,99.6,182,.4,43268,65.6,"Blaikie, Daniel NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Kildonan--St. Paul",46006,81794,62299,193,43875,99.6,161,.4,44036,70.7,"Mihychuk, MaryAnn Liberal/Libéral"
"Manitoba","Portage--Lisgar",46007,91019,63180,204,41187,99.6,159,.4,41346,65.4,"Bergen, Candice Conservative/Conservateur"
"Manitoba","Provencher",46008,88640,66108,177,44745,99.6,169,.4,44914,67.9,"Falk, Ted Conservative/Conservateur"
"Manitoba","Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital",46009,84353,66205,196,48823,99.7,152,.3,48975,74,"Vandal, Dan Liberal/Libéral"
"Manitoba","Selkirk--Interlake--Eastman",46010,91463,72259,271,49363,99.6,216,.4,49579,68.6,"Bezan, James Conservative/Conservateur"
"Manitoba","Winnipeg Centre/Winnipeg-Centre",46011,82026,56988,162,33885,99.2,281,.8,34166,60,"Ouellette, Robert-Falcon Liberal/Libéral"
"Manitoba","Winnipeg North/Winnipeg-Nord",46012,88616,58573,160,33964,99.2,269,.8,34233,58.4,"Lamoureux, Kevin Liberal/Libéral"
"Manitoba","Winnipeg South/Winnipeg-Sud",46013,85540,64595,179,48199,99.6,203,.4,48402,74.9,"Duguid, Terry Liberal/Libéral"
"Manitoba","Winnipeg South Centre/Winnipeg-Centre-Sud",46014,90711,70487,198,53571,99.7,188,.3,53759,76.3,"Carr, Jim Liberal/Libéral"
"Saskatchewan","Battlefords--Lloydminster",47001,70034,50917,137,33678,99.5,186,.5,33864,66.5,"Ritz, Gerry Conservative/Conservateur"
"Saskatchewan","Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek",47004,72607,56074,182,40179,99.7,109,.3,40288,71.8,"Block, Kelly Conservative/Conservateur"
"Saskatchewan","Cypress Hills--Grasslands",47002,67834,50874,181,36207,99.7,99,.3,36306,71.4,"Anderson, David Conservative/Conservateur"
"Saskatchewan","Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill",47003,69471,46824,179,30213,99.7,91,.3,30304,64.7,"Jolibois, Georgina NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Saskatchewan","Moose Jaw--Lake Centre--Lanigan",47005,76106,58335,180,41965,99.7,142,.3,42107,72.2,"Lukiwski, Tom Conservative/Conservateur"
"Saskatchewan","Prince Albert",47006,79344,57794,177,39510,99.7,103,.3,39613,68.5,"Hoback, Randy Conservative/Conservateur"
"Saskatchewan","Regina--Lewvan",47007,79587,64325,172,47834,99.6,181,.4,48015,74.6,"Weir, Erin NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Saskatchewan","Regina--Qu'Appelle",47008,72891,54240,172,36883,99.6,152,.4,37035,68.3,"Scheer, Andrew Conservative/Conservateur"
"Saskatchewan","Regina--Wascana",47009,77208,57504,171,42723,99.6,176,.4,42899,74.6,"Goodale, Ralph Liberal/Libéral"
"Saskatchewan","Saskatoon West/Saskatoon-Ouest",47012,76704,57021,149,37715,99.6,170,.4,37885,66.4,"Benson, Sheri NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Saskatchewan","Saskatoon--Grasswood",47010,72010,59665,178,46086,99.7,137,.3,46223,77.5,"Waugh, Kevin Conservative/Conservateur"
"Saskatchewan","Saskatoon--University",47011,76257,58394,152,44773,99.7,130,.3,44903,76.9,"Trost, Brad Conservative/Conservateur"
"Saskatchewan","Souris--Moose Mountain",47013,72058,52963,187,37516,99.7,126,.3,37642,71.1,"Kitchen, Robert Gordon Conservative/Conservateur"
"Saskatchewan","Yorkton--Melville",47014,71270,54475,202,36613,99.7,95,.3,36708,67.4,"Wagantall, Cathay Conservative/Conservateur"
"Alberta","Banff--Airdrie",48001,105442,93079,235,66638,99.7,179,.3,66817,71.8,"Richards, Blake Conservative/Conservateur"
"Alberta","Battle River--Crowfoot",48002,107140,81746,249,58769,99.7,160,.3,58929,72.1,"Sorenson, Kevin Conservative/Conservateur"
"Alberta","Bow River",48003,103871,76093,208,49988,99.7,151,.3,50139,65.9,"Shields, Martin Conservative/Conservateur"
"Alberta","Calgary Centre/Calgary-Centre",48004,108931,87697,215,61249,99.6,227,.4,61476,70.1,"Hehr, Kent Liberal/Libéral"
"Alberta","Calgary Confederation",48005,111785,91061,231,66808,99.7,216,.3,67024,73.6,"Webber, Len Conservative/Conservateur"
"Alberta","Calgary Forest Lawn",48006,108251,75336,201,41047,99.2,345,.8,41392,54.9,"Obhrai, Deepak Conservative/Conservateur"
"Alberta","Calgary Heritage",48007,108320,80767,202,58430,99.6,228,.4,58658,72.6,"Harper, Stephen J. Conservative/Conservateur"
"Alberta","Calgary Midnapore",48008,111227,87848,224,63562,99.7,179,.3,63741,72.6,"Kenney, Jason Conservative/Conservateur"
"Alberta","Calgary Nose Hill",48009,109286,82243,206,54562,99.5,255,.5,54817,66.7,"Rempel, Michelle Conservative/Conservateur"
"Alberta","Calgary Rocky Ridge",48010,108901,88007,219,63292,99.7,167,.3,63459,72.1,"Kelly, Pat Conservative/Conservateur"
"Alberta","Calgary Shepard",48011,110296,98085,244,66351,99.7,208,.3,66559,67.9,"Kmiec, Tom Conservative/Conservateur"
"Alberta","Calgary Signal Hill",48012,109647,85530,223,62519,99.7,189,.3,62708,73.3,"Liepert, Ron Conservative/Conservateur"
"Alberta","Calgary Skyview",48013,110189,74604,181,44993,99.3,310,.7,45303,60.7,"Kang, Darshan Singh Liberal/Libéral"
"Alberta","Edmonton Centre/Edmonton-Centre",48014,106121,80173,202,53512,99.6,234,.4,53746,67,"Boissonnault, Randy Liberal/Libéral"
"Alberta","Edmonton Griesbach",48015,107809,81625,219,47942,99.4,289,.6,48231,59.1,"Diotte, Kerry Conservative/Conservateur"
"Alberta","Edmonton Manning",48016,106262,81361,185,49001,99.6,185,.4,49186,60.5,"Aboultaif, Ziad Conservative/Conservateur"
"Alberta","Edmonton Mill Woods",48017,106103,74651,191,49517,99.5,227,.5,49744,66.6,"Sohi, Amarjeet Liberal/Libéral"
"Alberta","Edmonton Riverbend",48018,106302,82290,203,57740,99.7,178,.3,57918,70.4,"Jeneroux, Matt Conservative/Conservateur"
"Alberta","Edmonton Strathcona",48019,103183,78635,205,55604,99.6,217,.4,55821,71,"Duncan, Linda NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Alberta","Edmonton West/Edmonton-Ouest",48020,104422,81144,207,53457,99.6,233,.4,53690,66.2,"McCauley, Kelly Conservative/Conservateur"
"Alberta","Edmonton--Wetaskiwin",48021,110644,100871,262,68344,99.7,197,.3,68541,67.9,"Lake, Mike Conservative/Conservateur"
"Alberta","Foothills",48022,105515,83675,232,60986,99.8,141,.2,61127,73.1,"Barlow, John Conservative/Conservateur"
"Alberta","Fort McMurray--Cold Lake",48023,101538,77960,224,47266,99.7,158,.3,47424,60.8,"Yurdiga, David Conservative/Conservateur"
"Alberta","Grande Prairie--Mackenzie",48024,106738,82665,208,53343,99.7,158,.3,53501,64.7,"Warkentin, Chris Conservative/Conservateur"
"Alberta","Lakeland",48025,104616,79721,233,54779,99.7,155,.3,54934,68.9,"Stubbs, Shannon Conservative/Conservateur"
"Alberta","Lethbridge",48026,105999,84335,236,56943,99.7,158,.3,57101,67.7,"Harder, Rachael Conservative/Conservateur"
"Alberta","Medicine Hat--Cardston--Warner",48027,102847,77892,220,50650,99.8,118,.2,50768,65.2,"Hillyer, Jim Conservative/Conservateur"
"Alberta","Peace River--Westlock",48028,108095,77515,227,49519,99.7,170,.3,49689,64.1,"Viersen, Arnold Conservative/Conservateur"
"Alberta","Red Deer--Lacombe",48030,113693,89092,237,61662,99.7,176,.3,61838,69.4,"Calkins, Blaine Conservative/Conservateur"
"Alberta","Red Deer--Mountain View",48029,110793,88322,236,62212,99.8,135,.2,62347,70.6,"Dreeshen, Earl Conservative/Conservateur"
"Alberta","St. Albert--Edmonton",48031,105162,85187,221,59208,99.8,146,.2,59354,69.7,"Cooper, Michael Conservative/Conservateur"
"Alberta","Sherwood Park--Fort Saskatchewan",48032,111541,90289,266,66686,99.7,180,.3,66866,74.1,"Genuis, Garnett Conservative/Conservateur"
"Alberta","Sturgeon River--Parkland",48033,105733,86994,238,61537,99.7,157,.3,61694,70.9,"Ambrose, Rona Conservative/Conservateur"
"Alberta","Yellowhead",48034,98855,76011,245,52525,99.7,161,.3,52686,69.3,"Eglinski, Jim Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Abbotsford",59001,96819,69299,181,48124,99.6,202,.4,48326,69.7,"Fast, Ed Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,100632,74982,191,52480,99.5,260,.5,52740,70.3,"Beech, Terry Liberal/Libéral"
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud",59003,105037,75950,196,45887,99.4,275,.6,46162,60.8,"Stewart, Kennedy NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,108252,79517,225,53734,99.6,216,.4,53950,67.8,"Doherty, Todd Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola",59005,104398,87600,229,61973,99.7,191,.3,62164,71,"Albas, Dan Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,92734,72874,196,50661,99.7,154,.3,50815,69.7,"Strahl, Mark Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Cloverdale--Langley City",59007,100318,78189,188,54075,99.7,186,.3,54261,69.4,"Aldag, John Liberal/Libéral"
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam",59008,110277,85122,208,56511,99.5,287,.5,56798,66.7,"McKinnon, Ron Liberal/Libéral"
"British Columbia/Colombie-Britannique","Courtenay--Alberni",59009,110391,92266,270,69849,99.7,185,.3,70034,75.9,"Johns, Gord NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford",59010,99160,81888,227,61778,99.6,230,.4,62008,75.7,"MacGregor, Alistair NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Delta",59011,100588,75044,212,55689,99.6,200,.4,55889,74.5,"Qualtrough, Carla Liberal/Libéral"
"British Columbia/Colombie-Britannique","Esquimalt--Saanich--Sooke",59026,113004,91056,227,68081,99.7,199,.3,68280,75,"Garrison, Randall NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells",59012,109742,75150,205,48763,99.5,269,.5,49032,65.2,"Hardie, Ken Liberal/Libéral"
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo",59013,118618,95347,273,69765,99.8,174,.2,69939,73.4,"McLeod, Cathy Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kelowna--Lake Country",59014,110051,91131,234,64155,99.6,230,.4,64385,70.7,"Fuhr, Stephen Liberal/Libéral"
"British Columbia/Colombie-Britannique","Kootenay--Columbia",59015,107589,86895,260,63206,99.7,197,.3,63403,73,"Stetski, Wayne NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Langley--Aldergrove",59016,103084,83065,209,59896,99.7,204,.3,60100,72.4,"Warawa, Mark Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Mission--Matsqui--Fraser Canyon",59017,90871,63744,187,44651,99.5,209,.5,44860,70.4,"Sidhu, Jati Liberal/Libéral"
"British Columbia/Colombie-Britannique","Nanaimo--Ladysmith",59018,114998,95200,252,71241,99.8,158,.2,71399,75,"Malcolmson, Sheila NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","New Westminster--Burnaby",59019,108652,80394,197,52642,99.3,363,.7,53005,65.9,"Julian, Peter NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","North Island--Powell River",59037,103458,81377,276,60536,99.7,177,.3,60713,74.6,"Blaney, Rachel NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap",59020,121474,97554,275,69954,99.8,152,.2,70106,71.9,"Arnold, Mel Conservative/Conservateur"
"British Columbia/Colombie-Britannique","North Vancouver",59021,109639,85219,207,64354,99.7,218,.3,64572,75.8,"Wilkinson, Jonathan Liberal/Libéral"
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge",59022,94111,72635,185,52150,99.8,121,.2,52271,72,"Ruimy, Dan Liberal/Libéral"
"British Columbia/Colombie-Britannique","Port Moody--Coquitlam",59023,108326,79555,211,54667,99.7,174,.3,54841,68.9,"Donnelly, Fin NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Prince George--Peace River--Northern Rockies",59024,107382,78250,230,51859,99.6,197,.4,52056,66.5,"Zimmer, Bob Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Richmond Centre/Richmond-Centre",59025,93863,69678,175,39862,99.4,227,.6,40089,57.5,"Wong, Alice Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands",59027,104285,86863,238,68140,99.7,201,.3,68341,78.7,"May, Elizabeth Green Party/Parti Vert"
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley",59028,90586,64846,217,44109,99.6,157,.4,44266,68.3,"Cullen, Nathan NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest",59029,112096,91999,274,66594,99.7,216,.3,66810,72.6,"Cannings, Richard NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","South Surrey--White Rock/Surrey-Sud--White Rock",59030,94678,76833,207,56631,99.6,219,.4,56850,74,"Watts, Dianne Lynn Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Steveston--Richmond East/Steveston--Richmond-Est",59031,96610,72225,186,43225,99.3,287,.7,43512,60.2,"Peschisolido, Joe Liberal/Libéral"
"British Columbia/Colombie-Britannique","Surrey Centre/Surrey-Centre",59032,111486,71966,176,43198,99.2,352,.8,43550,60.5,"Sarai, Randeep Liberal/Libéral"
"British Columbia/Colombie-Britannique","Surrey--Newton",59033,105183,65954,164,44424,99.3,328,.7,44752,67.9,"Dhaliwal, Sukh Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre",59034,102480,88470,217,58048,99.6,247,.4,58295,65.9,"Fry, Hedy Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est",59035,110097,89324,226,58708,99.3,405,.7,59113,66.2,"Kwan, Jenny NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Granville",59036,99886,80488,204,53824,99.7,186,.3,54010,67.1,"Wilson-Raybould, Jody Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver Kingsway",59038,102003,72438,180,45396,99,471,1,45867,63.3,"Davies, Don NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Quadra",59039,102416,76038,198,52972,99.7,144,.3,53116,69.9,"Murray, Joyce Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud",59040,100966,70992,184,44611,99.4,259,.6,44870,63.2,"Sajjan, Harjit S. Liberal/Libéral"
"British Columbia/Colombie-Britannique","Victoria",59041,110942,94627,251,71895,99.7,241,.3,72136,76.2,"Rankin, Murray NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country",59042,112875,90554,244,66458,99.7,173,.3,66631,73.6,"Goldsmith-Jones, Pam Liberal/Libéral"
"Yukon","Yukon",60001,33897,26879,82,20291,99.5,94,.5,20385,75.8,"Bagnell, Larry Liberal/Libéral"
"Northwest Territories/Territoires du Nord-Ouest","Northwest Territories/Territoires du Nord-Ouest",61001,41462,30110,91,18973,99.5,104,.5,19077,63.4,"McLeod, Michael Liberal/Libéral"
"Nunavut","Nunavut",62001,31906,20252,59,11928,99.2,95,.8,12023,59.4,"Tootoo, Hunter Liberal/Libéral"
