Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Population,Electors/Électeurs,Polling Stations/Bureaux de scrutin,Valid Ballots/Bulletins valides,Percentage of Valid Ballots /Pourcentage des bulletins valides,Rejected Ballots/Bulletins rejetés,Percentage of Rejected Ballots /Pourcentage des bulletins rejetés,Total Ballots Cast/Total des bulletins déposés,Percentage of Voter Turnout/Pourcentage de la participation électorale,Elected Candidate/Candidat élu
"Ontario","Niagara West--Glanbrook/Niagara-Ouest--Glanbrook",35055,111024,89763,260,58863,99.7,194,.3,59057,65.8,"Allison, Dean Conservative/Conservateur"
"Ontario","Nickel Belt",35056,89377,72280,223,44688,99.6,171,.4,44859,62.1,"Gravelle, Claude NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Nipissing--Timiskaming",35057,90963,70754,224,42271,99.5,225,.5,42496,60.1,"Aspin, Jay Conservative/Conservateur"
"Ontario","Northumberland--Quinte West",35058,123706,96154,261,61034,99.7,184,.3,61218,63.7,"Norlock, Rick Conservative/Conservateur"
"Ontario","Oak Ridges--Markham",35059,169642,153972,420,90460,99.5,430,.5,90890,59,"Calandra, Paul Conservative/Conservateur"
"Ontario","Oakville",35060,113714,85920,241,58215,99.7,196,.3,58411,68,"Young, Terence Conservative/Conservateur"
"Ontario","Oshawa",35061,116881,89635,252,50734,99.6,200,.4,50934,56.8,"Carrie, Colin Conservative/Conservateur"
"Ontario","Ottawa Centre/Ottawa-Centre",35062,109336,90008,267,64868,99.6,267,.4,65135,72.4,"Dewar, Paul NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Ottawa--Orléans",35063,109950,89802,254,64158,99.6,235,.4,64393,71.7,"Galipeau, Royal Conservative/Conservateur"
"Ontario","Ottawa South/Ottawa-Sud",35064,117581,87399,239,58991,99.5,279,.5,59270,67.8,"McGuinty, David Liberal/Libéral"
"Ontario","Ottawa--Vanier",35065,101611,79309,254,52422,99.4,316,.6,52738,66.5,"Bélanger, Mauril Liberal/Libéral"
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean",35066,109735,82874,255,56423,99.5,292,.5,56715,68.4,"Baird, John Conservative/Conservateur"
"Ontario","Oxford",35067,102756,77035,240,47492,99.6,179,.4,47671,61.9,"MacKenzie, Dave Conservative/Conservateur"
"Ontario","Parkdale--High Park",35068,102142,74463,199,50945,99.6,216,.4,51161,68.7,"Nash, Peggy NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Parry Sound--Muskoka",35069,90281,71477,221,46409,99.7,133,.3,46542,65.1,"Clement, Tony Conservative/Conservateur"
"Ontario","Perth--Wellington",35070,103874,73391,233,46401,99.6,179,.4,46580,63.5,"Schellenberger, Gary Conservative/Conservateur"
"Ontario","Peterborough",35071,116626,91709,266,59178,99.7,170,.3,59348,64.7,"Del Mastro, Dean Conservative/Conservateur"
"Ontario","Pickering--Scarborough East/Pickering--Scarborough-Est",35072,106602,78501,211,47916,99.7,156,.3,48072,61.2,"Chisu, Corneliu Conservative/Conservateur"
"Ontario","Prince Edward--Hastings",35073,113227,89208,244,54573,99.6,205,.4,54778,61.4,"Kramp, Daryl Conservative/Conservateur"
"Ontario","Renfrew--Nipissing--Pembroke",35074,98803,78307,219,51398,99.7,166,.3,51564,65.8,"Gallant, Cheryl Conservative/Conservateur"
"Ontario","Richmond Hill",35075,122614,90924,235,50014,99.6,221,.4,50235,55.2,"Menegakis, Costas Conservative/Conservateur"
"Ontario","St. Catharines",35076,112869,83475,248,50274,99.6,226,.4,50500,60.5,"Dykstra, Rick Conservative/Conservateur"
"Ontario","St. Paul's",35077,111131,83367,243,55195,99.5,276,.5,55471,66.5,"Bennett, Carolyn Liberal/Libéral"
"Ontario","Sarnia--Lambton",35078,105360,79688,224,49665,99.6,205,.4,49870,62.6,"Davidson, Pat Conservative/Conservateur"
"Ontario","Sault Ste. Marie",35079,89028,69259,202,44232,99.5,228,.5,44460,64.2,"Hayes, Bryan Conservative/Conservateur"
"Ontario","Scarborough--Agincourt",35080,111867,73205,195,40750,99.4,266,.6,41016,56,"Karygiannis, Jim Liberal/Libéral"
"Ontario","Scarborough Centre/Scarborough-Centre",35081,108010,70274,207,37967,99.4,217,.6,38184,54.3,"James, Roxanne Conservative/Conservateur"
"Ontario","Scarborough--Guildwood",35082,108813,67728,195,38259,99.5,186,.5,38445,56.8,"McKay, John Liberal/Libéral"
"Ontario","Scarborough--Rouge River",35083,130974,85183,209,46610,99.5,221,.5,46831,55,"Sitsabaiesan, Rathika NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest",35084,102196,69389,196,40283,99.5,218,.5,40501,58.4,"Harris, Dan NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Simcoe--Grey",35085,125985,99354,274,64373,99.6,269,.4,64642,65.1,"Leitch, Kellie Conservative/Conservateur"
"Ontario","Simcoe North/Simcoe-Nord",35086,119400,90779,256,57997,99.7,161,.3,58158,64.1,"Stanton, Bruce Conservative/Conservateur"
"Ontario","Stormont--Dundas--South Glengarry",35087,99764,76915,232,47550,99.6,205,.4,47755,62.1,"Lauzon, Guy Conservative/Conservateur"
"Ontario","Sudbury",35088,92161,72019,232,45441,99.6,180,.4,45621,63.3,"Thibeault, Glenn NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Thornhill",35089,131978,99867,283,59672,99.5,275,.5,59947,60,"Kent, Peter Conservative/Conservateur"
"Ontario","Thunder Bay--Rainy River",35090,85153,62765,210,37158,99.7,130,.3,37288,59.4,"Rafferty, John NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord",35091,82589,61546,224,36725,99.6,156,.4,36881,59.9,"Hyer, Bruce NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Timmins--James Bay/Timmins--Baie James",35092,80791,60095,197,33218,99.4,184,.6,33402,55.6,"Angus, Charlie NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Toronto Centre/Toronto-Centre",35093,121407,88810,274,55670,99.6,220,.4,55890,62.9,"Rae, Bob Liberal/Libéral"
"Ontario","Toronto--Danforth",35094,103655,74409,193,48086,99.4,284,.6,48370,65,"Layton, Jack NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Trinity--Spadina",35095,115361,101020,313,65310,99.5,301,.5,65611,64.9,"Chow, Olivia NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Vaughan",35096,154206,125059,282,68423,99.3,480,.7,68903,55.1,"Fantino, Julian Conservative/Conservateur"
"Ontario","Welland",35097,112875,85007,265,51924,99.4,293,.6,52217,61.4,"Allen, Malcolm NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Wellington--Halton Hills",35098,111241,83499,248,55155,99.7,154,.3,55309,66.2,"Chong, Michael Conservative/Conservateur"
"Ontario","Whitby--Oshawa",35099,135893,103125,267,64237,99.6,244,.4,64481,62.5,"Flaherty, Jim Conservative/Conservateur"
"Ontario","Willowdale",35100,129356,93584,276,53259,99.4,295,.6,53554,57.2,"Leung, Chungsen Conservative/Conservateur"
"Ontario","Windsor--Tecumseh",35101,118478,84458,255,44540,99.5,232,.5,44772,53,"Comartin, Joe NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Windsor West/Windsor-Ouest",35102,122219,81984,234,39745,99.4,257,.6,40002,48.8,"Masse, Brian NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","York Centre/York-Centre",35103,113457,71753,245,41970,99.2,350,.8,42320,59,"Adler, Mark Conservative/Conservateur"
"Ontario","York--Simcoe",35104,120371,91662,248,52866,99.6,201,.4,53067,57.9,"Van Loan, Peter Conservative/Conservateur"
"Ontario","York South--Weston/York-Sud--Weston",35105,114458,68361,191,35198,99.2,288,.8,35486,51.9,"Sullivan, Mike NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","York West/York-Ouest",35106,103948,58090,189,27724,99,267,1,27991,48.2,"Sgro, Judy Liberal/Libéral"
"Manitoba","Brandon--Souris",46001,84602,61289,203,35125,99.6,139,.4,35264,57.5,"Tweed, Merv Conservative/Conservateur"
"Manitoba","Charleswood--St. James--Assiniboia",46002,81469,62609,180,40418,99.7,135,.3,40553,64.8,"Fletcher, Steven Conservative/Conservateur"
"Manitoba","Churchill",46003,75232,46068,152,20076,99.5,107,.5,20183,43.8,"Ashton, Niki NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Dauphin--Swan River--Marquette",46004,75103,53701,233,29390,99.7,92,.3,29482,54.9,"Sopuck, Robert Conservative/Conservateur"
"Manitoba","Elmwood--Transcona",46005,78700,59154,188,32973,99.7,112,.3,33085,55.9,"Toet, Lawrence Conservative/Conservateur"
"Manitoba","Kildonan--St. Paul",46006,81532,63866,198,38979,99.6,154,.4,39133,61.3,"Smith, Joy Conservative/Conservateur"
"Manitoba","Portage--Lisgar",46007,85653,59799,212,35399,99.6,147,.4,35546,59.4,"Hoeppner, Candice Conservative/Conservateur"
"Manitoba","Provencher",46008,87737,64104,181,39405,99.6,169,.4,39574,61.7,"Toews, Vic Conservative/Conservateur"
"Manitoba","Saint Boniface/Saint-Boniface",46009,84473,65604,194,43231,99.6,181,.4,43412,66.2,"Glover, Shelly Conservative/Conservateur"
"Manitoba","Selkirk--Interlake",46010,90807,66370,260,41184,99.6,160,.4,41344,62.3,"Bezan, James Conservative/Conservateur"
"Manitoba","Winnipeg Centre/Winnipeg-Centre",46011,81017,54364,157,25955,99.1,248,.9,26203,48.2,"Martin, Pat NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Winnipeg North/Winnipeg-Nord",46012,79366,51894,152,25427,99.5,136,.5,25563,49.3,"Lamoureux, Kevin Liberal/Libéral"
"Manitoba","Winnipeg South/Winnipeg-Sud",46013,84424,64144,179,43718,99.6,187,.4,43905,68.4,"Bruinooge, Rod Conservative/Conservateur"
"Manitoba","Winnipeg South Centre/Winnipeg-Centre-Sud",46014,78286,58075,169,39939,99.6,154,.4,40093,69,"Bateman, Joyce Conservative/Conservateur"
"Saskatchewan","Battlefords--Lloydminster",47001,71184,50655,171,28705,99.6,109,.4,28814,56.9,"Ritz, Gerry Conservative/Conservateur"
"Saskatchewan","Blackstrap",47002,76273,61955,206,42795,99.7,113,.3,42908,69.3,"Yelich, Lynne Conservative/Conservateur"
"Saskatchewan","Cypress Hills--Grasslands",47004,60551,44539,161,29429,99.7,79,.3,29508,66.3,"Anderson, David Conservative/Conservateur"
"Saskatchewan","Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill",47003,67937,43739,171,21928,99.6,95,.4,22023,50.4,"Clarke, Rob Gordon Conservative/Conservateur"
"Saskatchewan","Palliser",47005,65956,50175,157,33726,99.7,93,.3,33819,67.4,"Boughen, Ray Conservative/Conservateur"
"Saskatchewan","Prince Albert",47006,71159,51656,166,30907,99.7,88,.3,30995,60,"Hoback, Randy Conservative/Conservateur"
"Saskatchewan","Regina--Lumsden--Lake Centre",47007,65885,51380,160,33972,99.7,89,.3,34061,66.3,"Lukiwski, Tom Conservative/Conservateur"
"Saskatchewan","Regina--Qu'Appelle",47008,66698,49386,167,29721,99.7,97,.3,29818,60.4,"Scheer, Andrew Conservative/Conservateur"
"Saskatchewan","Saskatoon--Humboldt",47009,75051,57055,192,37846,99.7,106,.3,37952,66.5,"Trost, Brad Conservative/Conservateur"
"Saskatchewan","Saskatoon--Rosetown--Biggar",47010,69547,49947,148,30089,99.6,131,.4,30220,60.5,"Block, Kelly Conservative/Conservateur"
"Saskatchewan","Saskatoon--Wanuskewin",47011,72867,57654,194,36256,99.6,134,.4,36390,63.1,"Vellacott, Maurice Conservative/Conservateur"
"Saskatchewan","Souris--Moose Mountain",47012,63238,47061,175,29193,99.7,77,.3,29270,62.2,"Komarnicki, Ed Conservative/Conservateur"
"Saskatchewan","Wascana",47013,75717,57815,197,38749,99.7,106,.3,38855,67.2,"Goodale, Ralph Liberal/Libéral"
"Saskatchewan","Yorkton--Melville",47014,66094,50797,201,31778,99.7,90,.3,31868,62.7,"Breitkreuz, Garry Conservative/Conservateur"
"Alberta","Calgary Centre/Calgary-Centre",48006,124197,89536,254,49235,99.5,261,.5,49496,55.3,"Richardson, Lee Conservative/Conservateur"
"Alberta","Calgary Centre-North/Calgary-Centre-Nord",48003,114615,84609,254,50318,99.6,200,.4,50518,59.7,"Rempel, Michelle Conservative/Conservateur"
"Alberta","Calgary East/Calgary-Est",48002,110479,75850,226,34661,99.5,186,.5,34847,45.9,"Obhrai, Deepak Conservative/Conservateur"
"Alberta","Calgary Northeast/Calgary-Nord-Est",48004,129015,87307,232,41458,99.3,274,.7,41732,47.8,"Shory, Devinder Conservative/Conservateur"
"Alberta","Calgary--Nose Hill",48005,130942,101910,232,57554,99.7,169,.3,57723,56.6,"Ablonczy, Diane Conservative/Conservateur"
"Alberta","Calgary Southeast/Calgary-Sud-Est",48007,125738,106439,279,63172,99.8,129,.2,63301,59.5,"Kenney, Jason Conservative/Conservateur"
"Alberta","Calgary Southwest/Calgary-Sud-Ouest",48008,120750,95026,252,57236,99.7,177,.3,57413,60.4,"Harper, Stephen J Conservative/Conservateur"
"Alberta","Calgary West/Calgary-Ouest",48009,132162,103812,292,64346,99.5,338,.5,64684,62.3,"Anders, Robert Conservative/Conservateur"
"Alberta","Crowfoot",48010,114825,88881,256,52522,99.8,131,.2,52653,59.2,"Sorenson, Kevin A Conservative/Conservateur"
"Alberta","Edmonton Centre/Edmonton-Centre",48012,120326,86408,251,49188,99.6,201,.4,49389,57.2,"Hawn, Laurie Conservative/Conservateur"
"Alberta","Edmonton East/Edmonton-Est",48013,128199,92507,263,45710,99.6,194,.4,45904,49.6,"Goldring, Peter Conservative/Conservateur"
"Alberta","Edmonton--Leduc",48014,116986,101532,261,59432,99.7,149,.3,59581,58.7,"Rajotte, James Conservative/Conservateur"
"Alberta","Edmonton--Mill Woods--Beaumont",48011,112919,86529,230,45636,99.6,191,.4,45827,53,"Lake, Mike Conservative/Conservateur"
"Alberta","Edmonton--St. Albert",48015,126447,97504,244,54317,99.7,151,.3,54468,55.9,"Rathgeber, Brent Conservative/Conservateur"
"Alberta","Edmonton--Sherwood Park",48016,118073,94602,239,55136,99.7,148,.3,55284,58.4,"Uppal, Tim Conservative/Conservateur"
"Alberta","Edmonton--Spruce Grove",48017,128945,105599,283,58769,99.8,146,.2,58915,55.8,"Ambrose, Rona Conservative/Conservateur"
"Alberta","Edmonton--Strathcona",48018,99267,73444,222,48730,99.7,124,.3,48854,66.5,"Duncan, Linda NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Alberta","Fort McMurray--Athabasca",48001,100805,76298,197,30605,99.5,144,.5,30749,40.3,"Jean, Brian Conservative/Conservateur"
"Alberta","Lethbridge",48019,113531,90036,297,48086,99.4,307,.6,48393,53.7,"Hillyer, Jim Conservative/Conservateur"
"Alberta","Macleod",48020,107638,85720,256,51635,99.7,157,.3,51792,60.4,"Menzies, Ted Conservative/Conservateur"
"Alberta","Medicine Hat",48021,113085,82599,242,42936,99.7,119,.3,43055,52.1,"Payne, LaVar Conservative/Conservateur"
"Alberta","Peace River",48022,138009,98135,290,47961,99.7,128,.3,48089,49,"Warkentin, Chris Conservative/Conservateur"
"Alberta","Red Deer",48023,124063,93723,264,49994,99.8,119,.2,50113,53.5,"Dreeshen, Earl Conservative/Conservateur"
"Alberta","Vegreville--Wainwright",48024,111427,83790,254,49057,99.8,101,.2,49158,58.7,"Benoit, Leon Conservative/Conservateur"
"Alberta","Westlock--St. Paul",48025,101010,76291,217,41958,99.6,166,.4,42124,55.2,"Storseth, Brian Conservative/Conservateur"
"Alberta","Wetaskiwin",48026,107914,80262,205,46363,99.7,122,.3,46485,57.9,"Calkins, Blaine Conservative/Conservateur"
"Alberta","Wild Rose",48027,115872,95631,258,58424,99.8,128,.2,58552,61.2,"Richards, Blake Conservative/Conservateur"
"Alberta","Yellowhead",48028,103111,75410,270,41446,99.7,129,.3,41575,55.1,"Merrifield, Rob Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Abbotsford",59001,124515,85143,276,49974,99.6,225,.4,50199,59,"Fast, Ed Conservative/Conservateur"
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior",59026,95477,75751,253,49504,99.7,170,.3,49674,65.6,"Atamanenko, Alex NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Burnaby--Douglas",59002,112119,84911,226,48710,99.6,220,.4,48930,57.6,"Stewart, Kennedy NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Burnaby--New Westminster",59003,118713,84271,213,44683,99.6,194,.4,44877,53.3,"Julian, Peter NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,106382,76216,233,43518,99.6,171,.4,43689,57.3,"Harris, Dick Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon",59005,112118,84930,235,49230,99.7,152,.3,49382,58.1,"Strahl, Mark Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est",59006,106103,80821,219,48043,99.7,168,.3,48211,59.7,"Findlay, Kerry-Lynne Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca",59008,120669,98477,244,64096,99.8,152,.2,64248,65.2,"Garrison, Randall C. NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells",59009,123243,95797,240,50370,99.5,266,.5,50636,52.9,"Grewal, Nina Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo",59010,114675,90855,292,56814,99.7,164,.3,56978,62.7,"McLeod, Cathy Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kelowna--Lake Country",59011,122214,100884,275,60222,99.8,146,.2,60368,59.8,"Cannan, Ron Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kootenay--Columbia",59012,86811,67663,207,42788,99.7,142,.3,42930,63.4,"Wilks, David Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Langley",59013,117858,90225,262,55132,99.7,158,.3,55290,61.3,"Warawa, Mark Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Nanaimo--Alberni",59014,121434,98657,304,65638,99.7,165,.3,65803,66.7,"Lunney, James Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan",59015,125149,99872,306,63951,99.7,162,.3,64113,64.2,"Crowder, Jean NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord",59016,118649,75535,211,46119,99.4,294,.6,46413,61.4,"Sims, Jinny NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam",59017,111231,84337,253,50123,99.7,153,.3,50276,59.6,"Donnelly, Fin NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","North Vancouver",59019,122371,89416,231,59632,99.7,153,.3,59785,66.9,"Saxton, Andrew Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla",59020,107316,86195,291,53238,99.8,121,.2,53359,61.9,"Albas, Dan Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Okanagan--Shuswap",59018,116236,91762,295,56698,99.8,135,.2,56833,61.9,"Mayes, Colin Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission",59007,120662,89613,256,53006,99.7,158,.3,53164,59.3,"Kamp, Randy Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam",59021,116563,86190,219,48473,99.6,188,.4,48661,56.5,"Moore, James Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Prince George--Peace River",59022,105865,72580,218,38546,99.7,125,.3,38671,53.3,"Zimmer, Bob Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Richmond",59023,114137,85643,215,43028,99.5,220,.5,43248,50.5,"Wong, Alice Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands",59024,115724,93380,243,68827,99.8,160,.2,68987,73.9,"May, Elizabeth Green Party/Parti Vert"
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley",59025,91926,61043,245,35121,99.7,116,.3,35237,57.7,"Cullen, Nathan Paul NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale",59027,111756,91485,282,58642,99.7,158,.3,58800,64.3,"Hiebert, Russ Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord",59028,111960,72145,195,36983,99.3,267,.7,37250,51.6,"Sandhu, Jasbir NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre",59029,123701,102201,264,58849,99.8,134,.2,58983,57.7,"Fry, Hedy Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est",59030,106816,81801,194,44238,99.4,275,.6,44513,54.4,"Davies, Libby NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Island North/Île de Vancouver-Nord",59031,113356,90374,296,59003,99.7,187,.3,59190,65.5,"Duncan, John Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Vancouver Kingsway",59032,119815,82619,203,46828,99.3,315,.7,47143,57.1,"Davies, Don NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Quadra",59033,119627,87224,237,54308,99.7,144,.3,54452,62.4,"Murray, Joyce Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud",59034,120284,82509,205,45033,99.4,281,.6,45314,54.9,"Young, Wai Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Victoria",59035,108771,89750,252,60417,99.7,208,.3,60625,67.5,"Savoie, Denise NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country",59036,129241,99642,269,62851,99.6,221,.4,63072,63.3,"Weston, John Dunbar Conservative/Conservateur"
"Yukon","Yukon",60001,30372,24341,99,16057,99.6,67,.4,16124,66.2,"Leef, Ryan Conservative/Conservateur"
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic",61001,41464,29020,81,15577,99.5,78,.5,15655,53.9,"Bevington, Dennis NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Nunavut","Nunavut",62001,29474,17349,54,7875,99.3,56,.7,7931,45.7,"Aglukkaq, Leona Conservative/Conservateur"
