Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Population,Electors/Électeurs,Polling Stations/Bureaux de scrutin,Valid Ballots/Bulletins valides,Percentage of Valid Ballots /Pourcentage des bulletins valides,Rejected Ballots/Bulletins rejetés,Percentage of Rejected Ballots /Pourcentage des bulletins rejetés,Total Ballots Cast/Total des bulletins déposés,Percentage of Voter Turnout/Pourcentage de la participation électorale,Elected Candidate/Candidat élu
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean",35066,109735,84427,252,55824,99.5,270,.5,56094,66.4,"Baird, John Conservative/Conservateur"
"Ontario","Oxford",35067,102756,75290,236,44289,99.7,145,.3,44434,59,"MacKenzie, Dave Conservative/Conservateur"
"Ontario","Parkdale--High Park",35068,102142,74899,191,48179,99.6,205,.4,48384,64.6,"Kennedy, Gerard Liberal/Libéral"
"Ontario","Parry Sound--Muskoka",35069,90281,69514,239,43501,99.8,93,.2,43594,62.7,"Clement, Tony Conservative/Conservateur"
"Ontario","Perth--Wellington",35070,103874,72944,232,43180,99.7,142,.3,43322,59.4,"Schellenberger, Gary Ralph Conservative/Conservateur"
"Ontario","Peterborough",35071,116626,92317,258,58289,99.7,164,.3,58453,63.3,"Del Mastro, Dean Conservative/Conservateur"
"Ontario","Pickering--Scarborough East/Pickering--Scarborough-Est",35072,106602,76709,228,46033,99.7,161,.3,46194,60.2,"McTeague, Dan Liberal/Libéral"
"Ontario","Prince Edward--Hastings",35073,113227,88198,240,51920,99.7,172,.3,52092,59.1,"Kramp, Daryl Conservative/Conservateur"
"Ontario","Renfrew--Nipissing--Pembroke",35074,98803,75223,222,47314,99.6,188,.4,47502,63.1,"Gallant, Cheryl Conservative/Conservateur"
"Ontario","Richmond Hill",35075,122614,88261,235,45720,99.5,223,.5,45943,52.1,"Wilfert, Bryon Liberal/Libéral"
"Ontario","St. Catharines",35076,112869,83836,245,51144,99.7,161,.3,51305,61.2,"Dykstra, Rick Conservative/Conservateur"
"Ontario","St. Paul's",35077,111131,81588,253,51938,99.5,258,.5,52196,64,"Bennett, Carolyn Liberal/Libéral"
"Ontario","Sarnia--Lambton",35078,105360,79371,219,46382,99.6,180,.4,46562,58.7,"Davidson, Pat Conservative/Conservateur"
"Ontario","Sault Ste. Marie",35079,89028,69272,206,40993,99.6,165,.4,41158,59.4,"Martin, Tony NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Scarborough--Agincourt",35080,111867,74734,180,40249,99.4,228,.6,40477,54.2,"Karygiannis, Jim Liberal/Libéral"
"Ontario","Scarborough Centre/Scarborough-Centre",35081,108010,71094,201,36827,99.4,235,.6,37062,52.1,"Cannis, John Liberal/Libéral"
"Ontario","Scarborough--Guildwood",35082,108813,67124,189,36075,99.5,186,.5,36261,54,"McKay, John Liberal/Libéral"
"Ontario","Scarborough--Rouge River",35083,130974,85505,207,40352,99.3,267,.7,40619,47.5,"Lee, Derek Liberal/Libéral"
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest",35084,102196,67988,203,37022,99.5,195,.5,37217,54.7,"Simson, Michelle Liberal/Libéral"
"Ontario","Simcoe--Grey",35085,125985,93705,268,56130,99.7,189,.3,56319,60.1,"Guergis, Helena Conservative/Conservateur"
"Ontario","Simcoe North/Simcoe-Nord",35086,119400,88470,263,53021,99.7,148,.3,53169,60.1,"Stanton, Bruce Conservative/Conservateur"
"Ontario","Stormont--Dundas--South Glengarry",35087,99764,75244,227,45073,99.6,183,.4,45256,60.1,"Lauzon, Guy Conservative/Conservateur"
"Ontario","Sudbury",35088,92161,74228,229,42943,99.6,192,.4,43135,58.1,"Thibeault, Glenn NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Thornhill",35089,131978,96209,280,54395,99.5,248,.5,54643,56.8,"Kent, Peter Conservative/Conservateur"
"Ontario","Thunder Bay--Rainy River",35090,85153,63128,210,35910,99.7,105,.3,36015,57.1,"Rafferty, John NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord",35091,82589,62338,227,35616,99.6,145,.4,35761,57.4,"Hyer, Bruce NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Timmins--James Bay/Timmins--Baie James",35092,80791,59876,197,30402,99.6,133,.4,30535,51,"Angus, Charlie NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Toronto Centre/Toronto-Centre",35093,121407,89851,271,51306,99.5,257,.5,51563,57.4,"Rae, Bob Liberal/Libéral"
"Ontario","Toronto--Danforth",35094,103655,74826,193,45387,99.6,191,.4,45578,60.9,"Layton, Jack NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Trinity--Spadina",35095,115361,96793,312,59878,99.4,340,.6,60218,62.2,"Chow, Olivia NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Vaughan",35096,154206,109604,281,56475,99.2,431,.8,56906,51.9,"Bevilacqua, Maurizio Liberal/Libéral"
"Ontario","Welland",35097,112875,86257,269,51178,99.4,294,.6,51472,59.7,"Allen, Malcolm NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Wellington--Halton Hills",35098,111241,80378,225,50651,99.7,154,.3,50805,63.2,"Chong, Michael Conservative/Conservateur"
"Ontario","Whitby--Oshawa",35099,135893,99155,257,60210,99.7,190,.3,60400,60.9,"Flaherty, Jim Conservative/Conservateur"
"Ontario","Willowdale",35100,129356,94934,251,49085,99.6,203,.4,49288,51.9,"Hall Findlay, Martha Liberal/Libéral"
"Ontario","Windsor--Tecumseh",35101,118478,85287,253,42944,99.4,252,.6,43196,50.6,"Comartin, Joe NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","Windsor West/Windsor-Ouest",35102,122219,84245,232,39596,99.3,281,.7,39877,47.3,"Masse, Brian NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Ontario","York Centre/York-Centre",35103,113457,71709,231,37189,99.1,324,.9,37513,52.3,"Dryden, Ken Liberal/Libéral"
"Ontario","York--Simcoe",35104,120371,86461,244,48345,99.5,219,.5,48564,56.2,"Van Loan, Peter Conservative/Conservateur"
"Ontario","York South--Weston/York-Sud--Weston",35105,114458,68978,194,34490,99.3,241,.7,34731,50.4,"Tonks, Alan Liberal/Libéral"
"Ontario","York West/York-Ouest",35106,103948,59674,190,28621,99.2,219,.8,28840,48.3,"Sgro, Judy Liberal/Libéral"
"Manitoba","Brandon--Souris",46001,84602,61449,204,34275,99.7,112,.3,34387,56,"Tweed, Merv Conservative/Conservateur"
"Manitoba","Charleswood--St. James--Assiniboia",46002,81469,63508,178,40104,99.7,136,.3,40240,63.4,"Fletcher, Steven Conservative/Conservateur"
"Manitoba","Churchill",46003,75232,46088,147,18402,99.4,102,.6,18504,40.1,"Ashton, Niki NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Dauphin--Swan River--Marquette",46004,75103,54209,224,29549,99.6,107,.4,29656,54.7,"Mark, Inky Conservative/Conservateur"
"Manitoba","Elmwood--Transcona",46005,78700,58216,178,31361,99.7,100,.3,31461,54,"Maloway, Jim NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Kildonan--St. Paul",46006,81532,63508,196,36985,99.6,156,.4,37141,58.5,"Smith, Joy Conservative/Conservateur"
"Manitoba","Portage--Lisgar",46007,85653,60246,208,32280,99.6,116,.4,32396,53.8,"Hoeppner, Candice Conservative/Conservateur"
"Manitoba","Provencher",46008,87737,62392,171,36040,99.6,156,.4,36196,58,"Toews, Vic Conservative/Conservateur"
"Manitoba","Saint Boniface/Saint-Boniface",46009,84473,65460,185,41969,99.7,133,.3,42102,64.3,"Glover, Shelly Conservative/Conservateur"
"Manitoba","Selkirk--Interlake",46010,90807,66937,220,38432,99.5,177,.5,38609,57.7,"Bezan, James Conservative/Conservateur"
"Manitoba","Winnipeg Centre/Winnipeg-Centre",46011,81017,58595,157,25113,99.1,227,.9,25340,43.2,"Martin, Pat NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Winnipeg North/Winnipeg-Nord",46012,79366,52817,151,22516,99.5,114,.5,22630,42.8,"Wasylycia-Leis, Judy NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Manitoba","Winnipeg South/Winnipeg-Sud",46013,84424,62532,176,40860,99.6,179,.4,41039,65.6,"Bruinooge, Rod Conservative/Conservateur"
"Manitoba","Winnipeg South Centre/Winnipeg-Centre-Sud",46014,78286,59444,167,38891,99.6,151,.4,39042,65.7,"Neville, Anita Liberal/Libéral"
"Saskatchewan","Battlefords--Lloydminster",47001,71184,51039,175,25988,99.6,96,.4,26084,51.1,"Ritz, Gerry Conservative/Conservateur"
"Saskatchewan","Blackstrap",47002,76273,59797,204,38457,99.6,152,.4,38609,64.6,"Yelich, Lynne Conservative/Conservateur"
"Saskatchewan","Cypress Hills--Grasslands",47004,60551,44478,161,27847,99.7,81,.3,27928,62.8,"Anderson, David Conservative/Conservateur"
"Saskatchewan","Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill",47003,67937,43160,175,19209,99.5,105,.5,19314,44.7,"Clarke, Rob Conservative/Conservateur"
"Saskatchewan","Palliser",47005,65956,50094,151,32093,99.6,143,.4,32236,64.4,"Boughen, Ray Conservative/Conservateur"
"Saskatchewan","Prince Albert",47006,71159,51707,167,28654,99.8,55,.2,28709,55.5,"Hoback, Randy Conservative/Conservateur"
"Saskatchewan","Regina--Lumsden--Lake Centre",47007,65885,49937,156,31421,99.7,83,.3,31504,63.1,"Lukiwski, Tom Conservative/Conservateur"
"Saskatchewan","Regina--Qu'Appelle",47008,66698,48075,163,27132,99.7,81,.3,27213,56.6,"Scheer, Andrew Conservative/Conservateur"
"Saskatchewan","Saskatoon--Humboldt",47009,75051,56377,189,34588,99.8,83,.2,34671,61.5,"Trost, Brad Conservative/Conservateur"
"Saskatchewan","Saskatoon--Rosetown--Biggar",47010,69547,49314,148,26946,99.7,87,.3,27033,54.8,"Block, Kelly Conservative/Conservateur"
"Saskatchewan","Saskatoon--Wanuskewin",47011,72867,55327,173,32420,99.7,100,.3,32520,58.8,"Vellacott, Maurice Conservative/Conservateur"
"Saskatchewan","Souris--Moose Mountain",47012,63238,46796,174,27369,99.7,90,.3,27459,58.7,"Komarnicki, Ed Conservative/Conservateur"
"Saskatchewan","Wascana",47013,75717,57746,184,36950,99.7,121,.3,37071,64.2,"Goodale, Ralph Liberal/Libéral"
"Saskatchewan","Yorkton--Melville",47014,66094,51444,198,29142,99.6,107,.4,29249,56.9,"Breitkreuz, Garry Conservative/Conservateur"
"Alberta","Calgary Centre/Calgary-Centre",48006,124197,88677,244,46914,99.5,228,.5,47142,53.2,"Richardson, Lee Conservative/Conservateur"
"Alberta","Calgary Centre-North/Calgary-Centre-Nord",48003,114615,86287,255,48394,99.6,177,.4,48571,56.3,"Prentice, Jim Conservative/Conservateur"
"Alberta","Calgary East/Calgary-Est",48002,110479,77083,214,32060,99.5,154,.5,32214,41.8,"Obhrai, Deepak Conservative/Conservateur"
"Alberta","Calgary Northeast/Calgary-Nord-Est",48004,129015,83214,224,36721,99.4,219,.6,36940,44.4,"Shory, Devinder Conservative/Conservateur"
"Alberta","Calgary--Nose Hill",48005,130942,93731,220,50312,99.7,171,.3,50483,53.9,"Ablonczy, Diane Conservative/Conservateur"
"Alberta","Calgary Southeast/Calgary-Sud-Est",48007,125738,98343,268,56063,99.8,138,.2,56201,57.1,"Kenney, Jason Conservative/Conservateur"
"Alberta","Calgary Southwest/Calgary-Sud-Ouest",48008,120750,90756,245,52832,99.7,164,.3,52996,58.4,"Harper, Stephen Conservative/Conservateur"
"Alberta","Calgary West/Calgary-Ouest",48009,132162,99255,276,60282,99.6,221,.4,60503,61,"Anders, Rob Conservative/Conservateur"
"Alberta","Crowfoot",48010,114825,87644,242,47958,99.7,127,.3,48085,54.9,"Sorenson, Kevin Conservative/Conservateur"
"Alberta","Edmonton Centre/Edmonton-Centre",48012,120326,89777,256,46156,99.7,146,.3,46302,51.6,"Hawn, Laurie Conservative/Conservateur"
"Alberta","Edmonton East/Edmonton-Est",48013,128199,92495,264,41871,99.6,151,.4,42022,45.4,"Goldring, Peter Conservative/Conservateur"
"Alberta","Edmonton--Leduc",48014,116986,92861,227,52483,99.8,118,.2,52601,56.6,"Rajotte, James Conservative/Conservateur"
"Alberta","Edmonton--Mill Woods--Beaumont",48011,112919,80250,214,41659,99.7,146,.3,41805,52.1,"Lake, Mike Conservative/Conservateur"
"Alberta","Edmonton--St. Albert",48015,126447,95226,244,50994,99.8,118,.2,51112,53.7,"Rathgeber, Brent Conservative/Conservateur"
"Alberta","Edmonton--Sherwood Park",48016,118073,89520,225,49180,99.7,139,.3,49319,55.1,"Uppal, Tim Conservative/Conservateur"
"Alberta","Edmonton--Spruce Grove",48017,128945,99397,264,53103,99.8,91,.2,53194,53.5,"Ambrose, Rona Conservative/Conservateur"
"Alberta","Edmonton--Strathcona",48018,99267,75254,221,47209,99.8,99,.2,47308,62.9,"Duncan, Linda NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Alberta","Fort McMurray--Athabasca",48001,100805,71621,197,25567,99.7,86,.3,25653,35.8,"Jean, Brian Conservative/Conservateur"
"Alberta","Lethbridge",48019,113531,89136,269,47365,99.7,138,.3,47503,53.3,"Casson, Rick Conservative/Conservateur"
"Alberta","Macleod",48020,107638,81141,229,45667,99.8,91,.2,45758,56.4,"Menzies, Ted Conservative/Conservateur"
"Alberta","Medicine Hat",48021,113085,82528,234,38028,99.7,97,.3,38125,46.2,"Payne, LaVar Conservative/Conservateur"
"Alberta","Peace River",48022,138009,96378,288,42509,99.7,129,.3,42638,44.2,"Warkentin, Chris Conservative/Conservateur"
"Alberta","Red Deer",48023,124063,91201,263,45368,99.7,118,.3,45486,49.9,"Dreeshen, Earl Conservative/Conservateur"
"Alberta","Vegreville--Wainwright",48024,111427,83038,243,44744,99.7,120,.3,44864,54,"Benoit, Leon Conservative/Conservateur"
"Alberta","Westlock--St. Paul",48025,101010,73791,207,37597,99.7,131,.3,37728,51.1,"Storseth, Brian Conservative/Conservateur"
"Alberta","Wetaskiwin",48026,107914,79862,206,42170,99.8,105,.2,42275,52.9,"Calkins, Blaine Conservative/Conservateur"
"Alberta","Wild Rose",48027,115872,90193,241,50564,99.8,107,.2,50671,56.2,"Richards, Blake Conservative/Conservateur"
"Alberta","Yellowhead",48028,103111,75036,257,37390,99.7,103,.3,37493,50,"Merrifield, Rob Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Abbotsford",59001,124515,82332,248,48729,99.5,256,.5,48985,59.5,"Fast, Ed Conservative/Conservateur"
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior",59026,95477,74996,231,47760,99.7,155,.3,47915,63.9,"Atamanenko, Alex NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Burnaby--Douglas",59002,112119,82291,206,47278,99.6,208,.4,47486,57.7,"Siksay, Bill NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Burnaby--New Westminster",59003,118713,80110,204,43325,99.5,214,.5,43539,54.3,"Julian, Peter NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,106382,75516,232,40870,99.6,151,.4,41021,54.3,"Harris, Dick Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon",59005,112118,81677,222,46852,99.7,129,.3,46981,57.5,"Strahl, Chuck Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est",59006,106103,78706,209,47089,99.6,180,.4,47269,60.1,"Cummins, John Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca",59008,120669,91003,223,58631,99.8,129,.2,58760,64.6,"Martin, Keith Liberal/Libéral"
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells",59009,123243,86503,220,47852,99.5,219,.5,48071,55.6,"Grewal, Nina Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo",59010,114675,88275,282,54615,99.7,137,.3,54752,62,"McLeod, Cathy Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kelowna--Lake Country",59011,122214,97351,298,57039,99.7,168,.3,57207,58.8,"Cannan, Ron Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Kootenay--Columbia",59012,86811,65932,208,39271,99.7,131,.3,39402,59.8,"Abbott, Jim Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Langley",59013,117858,85861,251,53033,99.7,147,.3,53180,61.9,"Warawa, Mark Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Nanaimo--Alberni",59014,121434,95882,320,61976,99.8,124,.2,62100,64.8,"Lunney, James Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan",59015,125149,96034,340,60779,99.7,156,.3,60935,63.5,"Crowder, Jean NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord",59016,118649,73317,194,45252,99.4,255,.6,45507,62.1,"Dhaliwal, Sukh Liberal/Libéral"
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam",59017,111231,80755,212,49692,99.7,165,.3,49857,61.7,"Black, Dawn NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","North Vancouver",59019,122371,87034,227,57673,99.7,162,.3,57835,66.5,"Saxton, Andrew Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla",59020,107316,83242,237,49487,99.7,148,.3,49635,59.6,"Day, Stockwell Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Okanagan--Shuswap",59018,116236,89400,291,54142,99.7,137,.3,54279,60.7,"Mayes, Colin Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission",59007,120662,85174,236,51171,99.7,137,.3,51308,60.2,"Kamp, Randy Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam",59021,116563,79772,210,46760,99.6,168,.4,46928,58.8,"Moore, James Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Prince George--Peace River",59022,105865,72063,226,35105,99.6,125,.4,35230,48.9,"Hill, Jay Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Richmond",59023,114137,82850,204,42878,99.6,192,.4,43070,52,"Wong, Alice Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands",59024,115724,91822,239,64460,99.7,179,.3,64639,70.4,"Lunn, Gary Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley",59025,91926,61318,234,34546,99.7,106,.3,34652,56.5,"Cullen, Nathan NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale",59027,111756,84964,259,55101,99.6,195,.4,55296,65.1,"Hiebert, Russ Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord",59028,111960,68137,177,34833,99.2,297,.8,35130,51.6,"Cadman, Dona Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre",59029,123701,95537,242,56529,99.7,187,.3,56716,59.4,"Fry, Hedy Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est",59030,106816,77817,185,41369,99.4,270,.6,41639,53.5,"Davies, Libby NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Island North/Île de Vancouver-Nord",59031,113356,88077,295,56715,99.7,164,.3,56879,64.6,"Duncan, John Conservative/Conservateur"
"British Columbia/Colombie-Britannique","Vancouver Kingsway",59032,119815,80817,204,45296,99.3,328,.7,45624,56.5,"Davies, Don NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","Vancouver Quadra",59033,119627,88146,228,55696,99.7,158,.3,55854,63.4,"Murray, Joyce Liberal/Libéral"
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud",59034,120284,80271,182,41852,99.5,223,.5,42075,52.4,"Dosanjh, Ujjal Liberal/Libéral"
"British Columbia/Colombie-Britannique","Victoria",59035,108771,88118,247,59275,99.7,184,.3,59459,67.5,"Savoie, Denise NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country",59036,129241,95764,247,60469,99.7,208,.3,60677,63.4,"Weston, John Conservative/Conservateur"
"Yukon","Yukon",60001,30372,23281,91,14660,99.6,61,.4,14721,63.2,"Bagnell, Larry Liberal/Libéral"
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic",61001,41464,28787,89,13677,99.6,56,.4,13733,47.7,"Bevington, Dennis NDP-New Democratic Party/NPD-Nouveau Parti démocratique"
"Nunavut","Nunavut",62001,29474,17089,53,8061,99.6,31,.4,8092,47.4,"Aglukkaq, Leona Conservative/Conservateur"

